source_file,local_record_id,parent_record_id,review_decision,source_status,target_table,target_record_id,mapping_action,mapping_status,source_document,source_page,source_section,notes
requirements/_review_current_requirements.csv,REQ-029,,approved,present,visa_requirement_criteria,,insert,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,2,자격 요건 > 추천대상 > 제외대상,"대상 공통 테이블은 확정했으며, UUID 발급 후 target_record_id를 채움."
requirements/_review_current_requirements.csv,REQ-030,,excluded,present,none,,exclude,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,2,자격 요건 > 추천대상 > 제외대상,"자격 요건 > 추천대상 > 제외대상 으로 source_section 수정 필요; REQ-030, REQ-031, REQ-032, REQ-033를 하나의 원문 행으로 병합함 (한 줄의 보충 설명이 네 개의 추출 행으로 분리됨)"
requirements/_review_current_requirements.csv,REQ-031,,excluded,present,none,,exclude,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,2,자격 요건 > 추천대상 > 제외대상,자격 요건 > 추천대상 > 제외대상 으로 source_section 수정 필요; REQ-030 대표 행에 병합된 원문 조각 (한 줄의 보충 설명이 네 개의 추출 행으로 분리됨)
requirements/_review_current_requirements.csv,REQ-032,,excluded,present,none,,exclude,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,2,자격 요건 > 추천대상 > 제외대상,자격 요건 > 추천대상 > 제외대상 으로 source_section 수정 필요; REQ-030 대표 행에 병합된 원문 조각 (한 줄의 보충 설명이 네 개의 추출 행으로 분리됨)
requirements/_review_current_requirements.csv,REQ-033,,excluded,present,none,,exclude,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,2,자격 요건 > 추천대상 > 제외대상,자격 요건 > 추천대상 > 제외대상 으로 source_section 수정 필요;REQ-030~REQ-034는 한 문장에 해당함; REQ-030 대표 행에 병합된 원문 조각 (한 줄의 보충 설명이 네 개의 추출 행으로 분리됨)
requirements/_review_current_requirements.csv,REQ-034,,excluded,present,none,,exclude,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목,원본 HWPX section0 3페이지 대조 완료. 총점 기준과 점수표 표제·본문은 하위 scoring_items 및 SCORE-000으로 분리됨.
requirements/_review_current_requirements.csv,REQ-034-01,REQ-034,excluded,present,none,,exclude,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,원본 HWPX section0 3페이지 대조 완료. 지역특화 숙련기능인력 점수표/기본항목 표제 행으로 별도 이관하지 않음.
requirements/_review_current_requirements.csv,REQ-034-02,REQ-034,reclassified,present,scoring_items,SCORE-011,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-02,REQ-034,reclassified,present,scoring_items,SCORE-012,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-02,REQ-034,reclassified,present,scoring_items,SCORE-013,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-02,REQ-034,reclassified,present,scoring_items,SCORE-014,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-02,REQ-034,reclassified,present,scoring_items,SCORE-015,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-02,REQ-034,reclassified,present,scoring_items,SCORE-016,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-03,REQ-034,reclassified,present,scoring_items,SCORE-011,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-03,REQ-034,reclassified,present,scoring_items,SCORE-012,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-03,REQ-034,reclassified,present,scoring_items,SCORE-013,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-03,REQ-034,reclassified,present,scoring_items,SCORE-014,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-03,REQ-034,reclassified,present,scoring_items,SCORE-015,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-034-03,REQ-034,reclassified,present,scoring_items,SCORE-016,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-035,,excluded,present,none,,exclude,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,"원본 HWPX section0 3페이지 대조 완료. 소득 예외와 한국어능력 표가 결합된 재추출 부모 행으로, 하위 행으로 분리함."
requirements/_review_current_requirements.csv,REQ-035-01,REQ-035,reclassified,present,scoring_items,SCORE-021,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-035-01,REQ-035,reclassified,present,scoring_items,SCORE-022,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-035-01,REQ-035,reclassified,present,scoring_items,SCORE-023,reuse,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,기존 B_E-7-4R scoring_items의 동일 점수 항목과 대응함.
requirements/_review_current_requirements.csv,REQ-036,,excluded,present,none,,exclude,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사,"< 가점 항목 >은 source_section에 해당함;추천 | 도 가점 항목 안의 내용; 복합 행을 REQ-036-01, REQ-036-02로 분리함 (한국어능력 점수와 나이 점수 표가 하나의 추출 행에 결합되어 있어 분리)"
requirements/_review_current_requirements.csv,REQ-036-01,REQ-036,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 가점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-036-02,REQ-036,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 가점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-037,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 가점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-038,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 가점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-039,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 가점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-040,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 가점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-041,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 가점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-042,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 가점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-043,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 가점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-044,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 가점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-045,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 감점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-046,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 감점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-047,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 감점 항목,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-048,,excluded,present,none,,exclude,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3-4,자격 요건 > 점수제 심사,"<기본 항목> 가. 소 득 부분은 source_page = 4에 해당하는 영역임.;가. 소득은 다음 행의 source_section으로 들어가야 함.;자격요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 가. 소득으로 source_section 수정 필요; 복합 행을 REQ-048-01, REQ-048-02로 분리함 (점수 행과 다음 페이지의 점수표 섹션 제목을 분리)"
requirements/_review_current_requirements.csv,REQ-048-01,REQ-048,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,3,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 가. 소득,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-048-02,REQ-048,excluded,present,none,,exclude,verified,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 가. 소득,"<기본 항목> 가. 소 득 부분은 source_page = 4에 해당하는 영역임.;가. 소득은 다음 행의 source_section으로 들어가야 함.;자격요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 가. 소득으로 source_section 수정 필요; 복합 행을 REQ-048-01, REQ-048-02로 분리함 (점수 행과 다음 페이지의 점수표 섹션 제목을 분리); REQ-048에서 파생된 하위 행 (점수 행과 다음 페이지의 점수표 섹션 제목을 분리)"
requirements/_review_current_requirements.csv,REQ-049,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 가. 소득,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-050,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 가. 소득,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-051,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 가. 소득,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-052,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 가. 소득,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-053,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 나. 한국어 능력,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-054,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 나. 한국어 능력,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-055,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 나. 한국어 능력,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-056,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 나. 한국어 능력,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-057,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 나. 한국어 능력,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-058,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 다. 나이,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
requirements/_review_current_requirements.csv,REQ-059,,reclassified,present,scoring_items,,reuse,pending_target_id,충청북도 지역특화형 비자 사업 숙련기능인력(E74R) 공고(2026년 8차)_section0,4,자격 요건 > 점수제 심사 > 지역특화 숙련기능인력 점수표 > 기본 항목 > 다. 나이,scoring_items 대상은 확정했으나 세부 SCORE-* 대응은 추가 대조 필요.
