scoring_item_id,score_model_id,score_group,category,criterion,min_value,max_value,min_inclusive,max_inclusive,value_text,unit,measurement_window_value,measurement_window_unit,points,maximum_points,is_mandatory,minimum_required_points,exclusive_group,stacking_rule,evidence_document,display_order,valid_from,valid_to,source_document_id,source_page
5a84d51e-9635-4164-a497-aeb952b7bf90,eb2823dd-df20-48ac-a104-faef9e85d128,BONUS,recommendation,추천 - 중앙부처,,,,,,,,,30,,true,,RECOMMENDATION_SOURCE,MAX_SCORE_ONLY,추천서,14,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,6
48fb7175-1356-47c4-aecd-d468162aa5fc,eb2823dd-df20-48ac-a104-faef9e85d128,BONUS,recommendation,추천 - 광역지자체,,,,,,,,,50,,true,,RECOMMENDATION_SOURCE,MAX_SCORE_ONLY,추천서,15,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,"3,5"
ced36df4-ed05-4a36-98bc-06943f7bcd4c,eb2823dd-df20-48ac-a104-faef9e85d128,BONUS,employment,고용기업체 추천,,,,,"구직자는 예정 근무처 고용주의 추천으로 갈음. 직전 근무처 휴·폐업, 폭언·폭행·임금체불 등 근로자 귀책 없는 사유가 객관적으로 입증되면 직전·현재 근무기간을 합산해 1년 이상일 때 추천 가능. 인구감소지역 근무 예정자는 근로기간 제한 없이 예정 근무처 추천으로 갈음하며, 외국인 고용가능인원 범위 내에서만 추천 가능. 기업 대표 추천서와 대표 신분증 사본을 대조하고 필요하면 대표와 통화해 확인.",,,,50,,true,,,STACK,"고용기업 추천서(서식5), 대표 신분증 사본",16,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,"3,5"
2e10a5b1-bcb1-4e0e-b5e1-7bf7856482ba,eb2823dd-df20-48ac-a104-faef9e85d128,BONUS,tenure,현근무처 3년 이상 근속,3,,true,,,년,,,20,,false,,,STACK,,17,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,6
0e9e8a81-1fdd-41b4-90ac-cc772aa2e3dc,eb2823dd-df20-48ac-a104-faef9e85d128,BONUS,residence,인구감소(관심)지역 및(또는) 읍·면지역 3년 이상 근무,3,,true,,,년,,,20,,false,,,STACK,,18,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,7
5a4de849-3ff8-4e12-b8a8-21264e9219ab,eb2823dd-df20-48ac-a104-faef9e85d128,BONUS,credential,자격증 또는 국내 학위,,,,,,,,,20,,false,,,STACK,국가기술자격증(기사/산업기사/기능사) 또는 국내대학 전문학사 이상 학위증,19,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,7
a084d738-2223-4a02-b75f-488a6fbf0179,eb2823dd-df20-48ac-a104-faef9e85d128,BONUS,credential,국내 운전면허증,,,,,국내 경찰청 발급 제2종 보통면허 이상만 인정. 경찰청 교통민원24 > 운전면허·조사예약 > 운전면허증 진위 조회에서 확인. 제2종 보통면허와 제1종 면허 전체(특수·소형·보통·대형)를 인정.,,,,10,,false,,,STACK,국내 운전면허증(2종 보통 이상),20,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,"3,6"
54822a8e-d972-4479-bd55-461d1d795ecd,eb2823dd-df20-48ac-a104-faef9e85d128,PENALTY,penalty,벌금 300만원 미만의 형 - 1회,,,,,,,,,-5,-50,false,,PENALTY_FINE_COUNT,ONE_OF,,21,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,3
7b7036ad-fbc1-4f0f-9bbd-ad03e92a07db,eb2823dd-df20-48ac-a104-faef9e85d128,PENALTY,penalty,벌금 300만원 미만의 형 - 2회,,,,,,,,,-10,-50,false,,PENALTY_FINE_COUNT,ONE_OF,,22,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,3
010296e3-7228-4c16-98ad-139e2d583d7f,eb2823dd-df20-48ac-a104-faef9e85d128,PENALTY,penalty,벌금 300만원 미만의 형 - 3회(이상),,,,,,,,,-20,-50,false,,PENALTY_FINE_COUNT,ONE_OF,,23,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,3
634534e0-870b-4367-85e5-ee5af38d366f,eb2823dd-df20-48ac-a104-faef9e85d128,PENALTY,penalty,체납으로 체류허가 제한을 받은 사실이 있는 자 - 1회,,,,,,,,,-5,-50,false,,PENALTY_TAX_ARREARS_COUNT,ONE_OF,,24,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,3
467d23e6-b83c-4b39-b020-2e4371f0f8b6,eb2823dd-df20-48ac-a104-faef9e85d128,PENALTY,penalty,체납으로 체류허가 제한을 받은 사실이 있는 자 - 2회,,,,,,,,,-10,-50,false,,PENALTY_TAX_ARREARS_COUNT,ONE_OF,,25,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,3
aa1fa18f-800a-43fc-9255-a64123080b31,eb2823dd-df20-48ac-a104-faef9e85d128,PENALTY,penalty,체납으로 체류허가 제한을 받은 사실이 있는 자 - 3회(이상),,,,,,,,,-15,-50,false,,PENALTY_TAX_ARREARS_COUNT,ONE_OF,,26,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,3
8211d47a-d312-4b71-a409-2da4cc77533c,eb2823dd-df20-48ac-a104-faef9e85d128,PENALTY,penalty,출입국관리법 3회 이하 위반자로 행정처분을 받은 자(과태료 미포함) - 1회,,,,,출입국관리법 위반으로 무혐의가 아닌 경고를 포함한 모든 사범처리 횟수를 산정하되 과태료 처분은 제외.,,,,-5,-50,false,,PENALTY_IMMIGRATION_VIOLATION_COUNT,ONE_OF,,27,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,"3,6"
235d2100-e8be-4912-a468-81b350259428,eb2823dd-df20-48ac-a104-faef9e85d128,PENALTY,penalty,출입국관리법 3회 이하 위반자로 행정처분을 받은 자(과태료 미포함) - 2회,,,,,출입국관리법 위반으로 무혐의가 아닌 경고를 포함한 모든 사범처리 횟수를 산정하되 과태료 처분은 제외.,,,,-10,-50,false,,PENALTY_IMMIGRATION_VIOLATION_COUNT,ONE_OF,,28,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,"3,6"
76ab4875-42e6-4601-8090-0fed1b2b045c,eb2823dd-df20-48ac-a104-faef9e85d128,PENALTY,penalty,출입국관리법 3회 이하 위반자로 행정처분을 받은 자(과태료 미포함) - 3회(이상),,,,,출입국관리법 위반으로 무혐의가 아닌 경고를 포함한 모든 사범처리 횟수를 산정하되 과태료 처분은 제외.,,,,-15,-50,false,,PENALTY_IMMIGRATION_VIOLATION_COUNT,ONE_OF,,29,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,"3,6"
